SetID,Time of Application,State,Monthly Net Income,Paycheck Net Income,Rent or Own,Months at Residence,Bank Account Months,Pay Cycle,Loan Amount,Loan Funded Date,Loan Due Date,First Payment Default,First Payment Default1,Time_Diff
56,2018-04-09T10:20:36Z,CA,1800,900,R,12,15,BiWeekly,300,4/9/2018,4/20/2018,FALSE,0,11
534,2018-03-26T13:37:53Z,CA,5.00E+03,2500,R,24,60,BiWeekly,235.3,3/26/2018,4/10/2018,FALSE,0,15
42,2018-04-09T11:43:40Z,CA,2500,1250,R,12,6,BiWeekly,117.65,4/9/2018,4/20/2018,FALSE,0,11
1912,2018-02-04T13:10:00Z,CA,1892,946,R,77,30,BiWeekly,300,2/5/2018,2/16/2018,FALSE,0,11
976,2018-03-10T16:46:48Z,CA,6.00E+03,3.00E+03,R,12,6,BiWeekly,117.65,3/10/2018,3/23/2018,FALSE,0,13
485,2018-03-27T16:32:53Z,CA,1700,850,R,54,36,BiWeekly,300,3/27/2018,4/6/2018,FALSE,0,10
1049,2018-03-08T09:07:06Z,TX,1.30E+04,6500,R,120,9,BiWeekly,641.09,3/8/2018,3/16/2018,FALSE,0,8
1000,2018-03-09T15:50:31Z,CA,2.00E+03,500,O,207,36,Weekly,147.06,3/9/2018,3/23/2018,FALSE,0,14
853,2018-03-15T11:22:14Z,CA,7250,3625,R,60,60,BiWeekly,235.3,3/15/2018,3/30/2018,FALSE,0,15
1610,2018-02-14T16:17:00Z,CA,1.00E+04,5.00E+03,R,24,6,BiWeekly,117.65,2/14/2018,2/23/2018,FALSE,0,9
1532,2018-02-17T10:39:25Z,CA,1868,934,R,65,12,BiWeekly,235.3,2/17/2018,3/9/2018,TRUE,1,20
631,2018-03-23T00:03:55Z,CA,4660,2330,R,45,9,BiWeekly,300,3/23/2018,4/6/2018,FALSE,0,14
942,2018-03-12T17:17:50Z,CA,3.00E+03,1500,R,123,36,BiMonthly,300,3/12/2018,3/21/2018,FALSE,0,9
567,2018-03-25T13:42:43Z,CA,2427,2427,R,145,162,Monthly,235.3,3/25/2018,4/25/2018,FALSE,0,31
681,2018-03-21T15:01:18Z,CA,1102,551,R,289,36,BiWeekly,300,3/21/2018,3/30/2018,TRUE,1,9
1724,2018-02-12T15:31:00Z,CA,3.00E+03,3.00E+03,R,60,36,Monthly,235.3,2/12/2018,2/28/2018,TRUE,1,16
463,2018-03-28T10:16:27Z,CA,1.00E+03,250,R,12,6,Weekly,117.65,3/28/2018,4/6/2018,TRUE,1,9
49,2018-04-09T11:24:16Z,TX,13008,6504,R,12,6,BiWeekly,642.46,4/9/2018,4/27/2018,TRUE,1,18
347,2018-04-01T15:54:03Z,TX,2500,2500,O,108,6,Monthly,385.97,4/1/2018,4/25/2018,FALSE,0,24
472,2018-03-27T19:51:56Z,CA,1.00E+03,500,R,64,36,BiMonthly,300,3/28/2018,4/5/2018,FALSE,0,8
1942,2018-02-01T17:59:00Z,CA,1200,600,R,4,36,BiWeekly,176.47,2/1/2018,2/9/2018,FALSE,0,8
421,2018-03-29T11:20:59Z,TX,5.00E+03,2500,R,72,30,BiWeekly,512.87,3/29/2018,4/6/2018,FALSE,0,8
1851,2018-02-06T02:56:00Z,CA,4.00E+03,2.00E+03,R,28,15,BiMonthly,147.06,2/6/2018,2/23/2018,FALSE,0,17
1290,2018-02-27T12:28:06Z,CA,2600,1300,R,78,36,BiWeekly,300,2/27/2018,3/7/2018,FALSE,0,8
272,2018-04-03T10:39:19Z,CA,3750,1875,R,6,24,BiWeekly,235.3,4/3/2018,4/12/2018,FALSE,0,9
1824,2018-02-08T11:06:00Z,CA,9750,4875,R,84,36,BiMonthly,235.3,2/8/2018,2/20/2018,FALSE,0,12
1830,2018-02-07T13:16:00Z,TX,2204,1102,R,14,12,BiWeekly,641.91,2/7/2018,2/21/2018,TRUE,1,14
1004,2018-03-09T14:30:33Z,CA,1628,407,R,38,36,Weekly,300,3/9/2018,3/22/2018,FALSE,0,13
735,2018-03-19T20:22:28Z,CA,3656,1828,O,92,36,BiWeekly,300,3/20/2018,4/6/2018,FALSE,0,17
621,2018-03-23T12:27:19Z,TX,4751,4751,R,60,12,Monthly,640.95,3/23/2018,3/30/2018,FALSE,0,7
316,2018-04-02T12:30:44Z,TX,6.00E+03,6.00E+03,R,12,6,Monthly,643.01,4/2/2018,4/24/2018,FALSE,0,22
1948,2018-02-01T17:17:00Z,CA,3500,3500,R,72,6,Monthly,117.65,2/1/2018,2/28/2018,FALSE,0,27
468,2018-03-27T23:21:51Z,CA,3264,816,O,29,36,Weekly,300,3/28/2018,4/6/2018,FALSE,0,9
1752,2018-02-12T10:27:00Z,CA,6.00E+03,3.00E+03,R,24,9,BiWeekly,235.3,2/12/2018,2/23/2018,FALSE,0,11
633,2018-03-22T18:48:30Z,TX,4.00E+03,2.00E+03,R,3,6,BiWeekly,512.87,3/22/2018,3/30/2018,FALSE,0,8
1777,2018-02-10T11:10:00Z,CA,4900,4900,R,4,36,Monthly,300,2/10/2018,3/1/2018,FALSE,0,19
959,2018-03-12T09:29:23Z,CA,1952,976,R,62,36,BiWeekly,300,3/12/2018,3/30/2018,TRUE,1,18
430,2018-03-29T00:02:52Z,CA,1888,1888,R,103,36,Monthly,235.3,3/29/2018,4/27/2018,FALSE,0,29
1425,2018-02-22T11:26:09Z,TX,6.00E+03,3.00E+03,R,36,24,BiWeekly,642.05,2/23/2018,3/9/2018,TRUE,1,14
1572,2018-02-15T14:37:09Z,CA,1600,1600,O,397,12,Monthly,300,2/15/2018,2/28/2018,FALSE,0,13
1998,2018-01-31T15:03:00Z,CA,1.90E+04,1.90E+04,R,50,36,Monthly,300,1/31/2018,2/28/2018,FALSE,0,28
1850,2018-02-06T06:36:00Z,CA,4.00E+03,4.00E+03,O,93,36,Monthly,300,2/6/2018,2/28/2018,FALSE,0,22
1821,2018-02-08T11:40:00Z,CA,1600,800,O,49,36,BiWeekly,235.3,2/8/2018,2/21/2018,FALSE,0,13
1721,2018-02-12T15:38:00Z,CA,5.00E+03,2500,R,24,6,BiWeekly,117.65,2/12/2018,2/23/2018,FALSE,0,11
328,2018-04-02T11:03:58Z,TX,2.00E+03,1.00E+03,R,91,27,BiWeekly,513.97,4/2/2018,4/20/2018,FALSE,0,18
293,2018-04-02T17:21:44Z,TX,3.00E+03,1500,O,108,6,BiWeekly,641.23,4/2/2018,4/11/2018,FALSE,0,9
1266,2018-02-27T18:59:54Z,CA,2938,1469,R,2,36,BiMonthly,300,2/27/2018,3/9/2018,FALSE,0,10
1911,2018-02-04T15:36:00Z,CA,2412,603,R,17,36,Weekly,235.3,2/13/2018,2/23/2018,FALSE,0,10
1756,2018-02-12T10:14:00Z,CA,6.00E+03,3.00E+03,R,48,30,BiWeekly,235.3,2/12/2018,3/2/2018,TRUE,1,18
810,2018-03-16T19:21:22Z,CA,8666,4333,R,24,24,BiWeekly,117.65,3/16/2018,4/6/2018,TRUE,1,21
1452,2018-02-21T13:57:01Z,TX,7250,3625,R,60,60,BiMonthly,384.57,2/21/2018,2/28/2018,FALSE,0,7
354,2018-04-01T11:29:57Z,TX,3500,3500,R,24,6,Monthly,514.41,4/1/2018,4/23/2018,TRUE,1,22
1997,2018-01-31T15:04:00Z,CA,7.00E+03,3500,R,120,30,BiWeekly,294.12,1/31/2018,2/8/2018,FALSE,0,8
650,2018-03-22T14:59:21Z,CA,3.00E+03,1500,R,60,30,BiMonthly,235.3,3/22/2018,3/30/2018,TRUE,1,8
186,2018-04-05T10:59:17Z,TX,3500,1750,R,36,6,BiWeekly,642.05,4/5/2018,4/20/2018,TRUE,1,15
230,2018-04-04T09:28:59Z,CA,3880,1940,R,72,36,BiMonthly,300,4/4/2018,4/25/2018,FALSE,0,21
1428,2018-02-22T10:47:31Z,CA,3977,3977,R,12,6,Monthly,235.3,2/22/2018,3/23/2018,FALSE,0,29
884,2018-03-14T13:14:49Z,TX,3640,1820,R,51,12,BiWeekly,642.73,3/14/2018,4/3/2018,FALSE,0,20
662,2018-03-22T12:56:15Z,CA,2200,1100,R,5,15,BiMonthly,300,3/22/2018,4/5/2018,FALSE,0,14
130,2018-04-06T12:39:27Z,CA,2500,2500,R,60,12,Monthly,117.65,4/6/2018,5/3/2018,TRUE,1,27
339,2018-04-02T10:06:09Z,TX,6.00E+03,3.00E+03,R,12,12,BiWeekly,128.3,4/7/2018,4/13/2018,FALSE,0,6
657,2018-03-22T13:18:34Z,TX,4700,4700,R,36,6,Monthly,641.09,3/22/2018,3/30/2018,FALSE,0,8
744,2018-03-19T16:40:36Z,CA,1.00E+04,5.00E+03,R,36,60,BiWeekly,235.3,3/19/2018,4/6/2018,FALSE,0,18
1203,2018-03-01T16:46:14Z,TX,7.00E+03,3500,O,84,6,BiWeekly,641.09,3/1/2018,3/9/2018,FALSE,0,8
1855,2018-02-05T22:56:00Z,CA,1800,900,R,6,36,BiWeekly,300,2/6/2018,2/15/2018,FALSE,0,9
1046,2018-03-08T11:07:32Z,TX,9.00E+03,4500,R,60,48,BiWeekly,642.05,3/8/2018,3/23/2018,FALSE,0,15
1038,2018-03-08T13:07:23Z,CA,676,338,R,282,15,BiWeekly,205.88,3/8/2018,3/16/2018,TRUE,1,8
139,2018-04-06T11:07:11Z,CA,2500,1250,R,12,12,BiWeekly,235.3,4/6/2018,4/18/2018,TRUE,1,12
1522,2018-02-19T03:13:34Z,CA,3944,1972,R,41,30,BiWeekly,300,2/19/2018,3/2/2018,FALSE,0,11
380,2018-03-30T15:16:35Z,CA,5416,2708,R,24,24,BiWeekly,235.3,3/30/2018,4/20/2018,FALSE,0,21
1383,2018-02-23T14:50:43Z,TX,21732,10866,R,12,12,BiWeekly,640.95,2/23/2018,3/2/2018,FALSE,0,7
1489,2018-02-20T12:51:19Z,CA,2751,2751,R,36,36,Monthly,235.3,2/20/2018,3/14/2018,TRUE,1,22
1864,2018-02-05T17:43:00Z,CA,3500,3500,R,24,6,Monthly,117.65,2/5/2018,2/28/2018,FALSE,0,23
1816,2018-02-08T13:12:00Z,TX,1.00E+03,1.00E+03,R,12,6,Monthly,643.01,2/8/2018,3/2/2018,TRUE,1,22
330,2018-04-02T10:54:16Z,TX,3500,1750,R,36,6,BiMonthly,642.46,4/2/2018,4/20/2018,FALSE,0,18
464,2018-03-28T09:24:53Z,TX,5.00E+03,5.00E+03,R,17,29,Monthly,643.15,3/28/2018,4/20/2018,FALSE,0,23
1783,2018-02-09T16:48:00Z,CA,4400,2200,R,88,12,BiWeekly,300,2/9/2018,3/2/2018,FALSE,0,21
1527,2018-02-17T14:59:43Z,CA,2435,2435,R,148,30,Monthly,300,2/19/2018,2/28/2018,FALSE,0,9
670,2018-03-22T04:41:23Z,CA,2114,1057,O,38,3,BiWeekly,300,3/22/2018,3/30/2018,FALSE,0,8
1774,2018-02-10T17:07:00Z,CA,2518,1259,O,391,36,BiWeekly,300,2/10/2018,2/23/2018,FALSE,0,13
58,2018-04-09T08:59:24Z,TX,2.00E+03,2.00E+03,O,108,6,Monthly,643.28,4/9/2018,5/3/2018,TRUE,1,24
1402,2018-02-22T18:39:43Z,CA,4004,2002,R,36,36,BiMonthly,300,2/22/2018,3/15/2018,FALSE,0,21
487,2018-03-27T15:18:36Z,CA,3.00E+03,1500,R,108,6,BiWeekly,117.65,3/27/2018,4/9/2018,FALSE,0,13
1424,2018-02-22T12:07:46Z,CA,1.00E+04,2500,R,60,6,Weekly,117.65,2/22/2018,3/2/2018,TRUE,1,8
509,2018-03-27T08:51:38Z,TX,6500,3250,R,120,24,BiWeekly,641.36,3/27/2018,4/6/2018,FALSE,0,10
1695,2018-02-12T21:43:00Z,CA,2480,620,R,48,36,Weekly,300,2/13/2018,2/23/2018,TRUE,1,10
841,2018-03-15T15:57:15Z,TX,1500,1500,O,60,6,Monthly,642.46,3/15/2018,4/2/2018,TRUE,1,18
1651,2018-02-13T16:54:00Z,TX,6.00E+03,3.00E+03,R,12,5,BiMonthly,385.39,2/13/2018,3/2/2018,FALSE,0,17
93,2018-04-07T16:19:59Z,CA,4.00E+03,2.00E+03,R,12,12,BiWeekly,235.3,4/7/2018,4/20/2018,FALSE,0,13
151,2018-04-05T18:59:46Z,CA,3.00E+03,3.00E+03,R,24,18,Monthly,235.3,4/6/2018,4/24/2018,TRUE,1,18
1923,2018-02-03T08:16:00Z,CA,2820,1410,R,13,36,BiMonthly,300,2/3/2018,2/15/2018,FALSE,0,12
1276,2018-02-27T15:35:29Z,CA,1.30E+04,6500,R,24,30,BiWeekly,235.3,2/27/2018,3/16/2018,FALSE,0,17
255,2018-04-03T14:28:02Z,CA,6400,1600,R,78,36,Weekly,300,4/3/2018,4/13/2018,TRUE,1,10
1565,2018-02-15T15:27:29Z,CA,2078,1039,O,359,30,BiWeekly,300,2/15/2018,2/23/2018,FALSE,0,8
359,2018-03-31T14:48:08Z,TX,5.00E+03,5.00E+03,R,12,6,Monthly,643.42,4/3/2018,4/25/2018,FALSE,0,22
1100,2018-03-05T18:05:20Z,CA,8250,4125,R,6,6,BiWeekly,235.3,3/5/2018,3/16/2018,FALSE,0,11
444,2018-03-28T13:56:36Z,TX,3500,3500,R,36,6,Monthly,256.71,3/28/2018,4/10/2018,FALSE,0,13
1737,2018-02-12T13:21:00Z,CA,3.00E+03,1500,R,36,6,BiWeekly,117.65,2/12/2018,2/22/2018,FALSE,0,10
1665,2018-02-13T14:15:00Z,CA,16188,8094,R,48,6,BiWeekly,235.3,2/13/2018,2/28/2018,FALSE,0,15
939,2018-03-12T17:55:22Z,CA,3.00E+03,3.00E+03,R,30,36,Monthly,300,3/12/2018,4/3/2018,TRUE,1,22
1126,2018-03-05T11:49:40Z,TX,7250,3625,R,60,30,BiWeekly,641.5,3/5/2018,3/16/2018,FALSE,0,11
904,2018-03-13T19:06:15Z,CA,3740,3740,R,50,36,Monthly,300,3/13/2018,4/6/2018,FALSE,0,24
1861,2018-02-05T18:08:00Z,CA,2164,1082,R,7,30,BiWeekly,300,2/6/2018,2/21/2018,TRUE,1,15
1058,2018-03-07T16:35:07Z,CA,3132,3132,R,27,30,Monthly,205.88,3/7/2018,4/2/2018,FALSE,0,26
185,2018-04-05T11:06:38Z,TX,3468,1734,R,36,12,BiWeekly,385.23,4/5/2018,4/20/2018,FALSE,0,15
1016,2018-03-09T02:09:56Z,CA,9.00E+03,4500,R,12,6,BiWeekly,117.65,3/9/2018,3/23/2018,FALSE,0,14
1909,2018-02-04T20:40:00Z,CA,920,460,R,24,3,BiWeekly,117.65,2/5/2018,2/23/2018,FALSE,0,18
578,2018-03-24T19:06:06Z,TX,3.00E+03,3.00E+03,R,12,6,Monthly,257.69,3/24/2018,4/24/2018,FALSE,0,31
34,2018-04-09T13:50:05Z,CA,1.00E+03,500,R,84,6,BiWeekly,117.65,4/9/2018,4/27/2018,TRUE,1,18
253,2018-04-03T14:44:11Z,TX,5300,2650,O,255,36,BiWeekly,609.17,4/4/2018,4/13/2018,FALSE,0,9
546,2018-03-26T11:06:10Z,CA,5.00E+03,5.00E+03,R,60,60,Monthly,117.65,3/26/2018,4/26/2018,FALSE,0,31
1225,2018-03-01T10:58:43Z,CA,2600,1300,R,24,15,BiWeekly,147.06,3/1/2018,3/21/2018,FALSE,0,20
1956,2018-02-01T14:22:00Z,CA,1230,1230,R,42,36,Monthly,235.3,2/1/2018,3/2/2018,TRUE,1,29
1364,2018-02-25T10:27:02Z,CA,1.00E+04,5.00E+03,R,12,24,BiWeekly,117.65,2/27/2018,3/12/2018,TRUE,1,13
1028,2018-03-08T15:30:58Z,CA,2500,2500,O,108,6,Monthly,117.65,3/8/2018,3/21/2018,FALSE,0,13
1579,2018-02-15T12:51:38Z,CA,522,522,R,84,36,Monthly,117.65,2/15/2018,3/2/2018,FALSE,0,15
23,2018-04-09T15:52:00Z,CA,4500,4500,R,12,6,Monthly,117.65,4/9/2018,5/10/2018,FALSE,0,31
1342,2018-02-26T12:11:38Z,CA,600,300,R,24,9,BiWeekly,205.89,2/26/2018,3/9/2018,FALSE,0,11
626,2018-03-23T11:05:30Z,CA,2180,1090,R,38,30,BiWeekly,147.06,3/23/2018,4/13/2018,FALSE,0,21
989,2018-03-10T10:46:54Z,TX,7.00E+03,3500,R,60,24,Monthly,641.78,3/12/2018,3/23/2018,TRUE,1,11
1140,2018-03-04T18:01:32Z,CA,2856,714,R,92,36,Weekly,300,3/4/2018,3/16/2018,FALSE,0,12
321,2018-04-02T11:34:26Z,CA,2176,544,R,2,9,Weekly,300,4/2/2018,4/12/2018,FALSE,0,10
386,2018-03-30T12:59:40Z,TX,3500,1750,R,24,24,BiWeekly,385.15,3/30/2018,4/13/2018,FALSE,0,14
462,2018-03-28T10:47:57Z,CA,2588,1294,R,26,36,BiMonthly,300,3/28/2018,4/13/2018,FALSE,0,16
375,2018-03-30T16:57:53Z,CA,3.00E+03,1500,R,36,36,BiWeekly,117.65,3/30/2018,4/19/2018,FALSE,0,20
1326,2018-02-26T15:35:46Z,CA,1900,1900,R,36,36,Monthly,300,2/26/2018,3/29/2018,TRUE,1,31
1984,2018-01-31T17:51:00Z,CA,4.00E+03,2.00E+03,R,186,9,BiWeekly,300,1/31/2018,2/9/2018,FALSE,0,9
381,2018-03-30T13:52:29Z,CA,3156,789,R,54,15,Weekly,300,3/30/2018,4/13/2018,TRUE,1,14
879,2018-03-14T15:31:19Z,CA,753,753,R,16,36,Monthly,235.3,3/14/2018,4/3/2018,FALSE,0,20
1162,2018-03-03T12:31:40Z,CA,8.00E+03,4.00E+03,R,0,6,BiWeekly,117.65,3/6/2018,3/23/2018,TRUE,1,17
439,2018-03-28T15:58:58Z,CA,2700,1350,R,6,6,BiMonthly,300,3/28/2018,4/10/2018,FALSE,0,13
696,2018-03-20T21:56:06Z,CA,842,421,R,60,36,BiWeekly,264.71,3/21/2018,3/30/2018,FALSE,0,9
766,2018-03-19T12:05:44Z,CA,1.00E+04,5.00E+03,R,60,60,BiWeekly,117.65,3/19/2018,3/30/2018,TRUE,1,11
1980,2018-01-31T18:53:00Z,CA,2208,1104,R,108,36,BiWeekly,117.65,1/31/2018,2/15/2018,FALSE,0,15
219,2018-04-04T13:38:52Z,CA,5396,1349,R,18,30,Weekly,235.3,4/4/2018,4/18/2018,FALSE,0,14
1263,2018-02-28T03:01:09Z,CA,2500,2500,R,26,36,Monthly,300,2/28/2018,3/21/2018,FALSE,0,21
1227,2018-03-01T10:33:39Z,CA,1.40E+04,3500,R,12,6,Weekly,117.65,3/1/2018,3/15/2018,FALSE,0,14
640,2018-03-22T18:02:01Z,CA,3200,1600,R,13,36,BiWeekly,300,3/22/2018,4/6/2018,TRUE,1,15
87,2018-04-07T19:36:56Z,CA,2500,1250,R,12,12,BiWeekly,235.3,4/7/2018,4/27/2018,FALSE,0,20
1156,2018-03-03T17:11:01Z,CA,7.00E+03,3500,R,108,6,BiWeekly,117.65,3/3/2018,3/23/2018,TRUE,1,20
238,2018-04-03T20:05:18Z,CA,1111,1111,R,13,6,Monthly,300,4/4/2018,5/3/2018,FALSE,0,29
1291,2018-02-27T12:26:15Z,CA,4600,2300,R,30,15,BiWeekly,300,2/27/2018,3/16/2018,FALSE,0,17
1357,2018-02-25T16:34:31Z,CA,7.00E+03,3500,R,24,12,BiWeekly,235.3,2/25/2018,3/16/2018,FALSE,0,19
1317,2018-02-26T17:19:33Z,CA,6.00E+03,3.00E+03,R,24,24,BiMonthly,235.3,2/26/2018,3/16/2018,TRUE,1,18
1694,2018-02-12T21:52:00Z,CA,3600,1800,R,51,36,BiMonthly,235.3,2/13/2018,3/1/2018,TRUE,1,16
931,2018-03-12T23:53:29Z,CA,4400,2200,O,236,36,BiWeekly,300,3/13/2018,3/30/2018,TRUE,1,17
1145,2018-03-04T14:30:08Z,CA,895,895,R,95,36,Monthly,235.3,3/4/2018,3/30/2018,FALSE,0,26
1344,2018-02-26T11:06:15Z,TX,6.00E+03,6.00E+03,O,185,36,Monthly,643.42,2/26/2018,3/23/2018,TRUE,1,25
532,2018-03-26T13:40:16Z,CA,3.00E+03,1500,R,108,30,BiWeekly,235.3,3/26/2018,4/6/2018,FALSE,0,11
720,2018-03-20T11:12:09Z,CA,4500,2250,R,96,30,BiWeekly,235.3,3/20/2018,3/30/2018,TRUE,1,10
275,2018-04-03T09:47:50Z,TX,5.00E+03,2500,R,60,30,BiMonthly,642.32,4/4/2018,4/20/2018,FALSE,0,16
1331,2018-02-26T14:54:23Z,TX,1.20E+04,6.00E+03,R,60,60,BiWeekly,641.5,2/26/2018,3/9/2018,TRUE,1,11
1652,2018-02-13T16:44:00Z,CA,1500,1500,O,306,36,Monthly,300,2/13/2018,3/1/2018,FALSE,0,16
548,2018-03-26T10:51:23Z,CA,1006,503,R,27,30,BiWeekly,205.89,3/26/2018,4/13/2018,FALSE,0,18
958,2018-03-12T12:04:51Z,CA,4.00E+03,1.00E+03,R,12,6,Weekly,117.65,3/12/2018,3/23/2018,FALSE,0,11
1471,2018-02-20T16:41:40Z,CA,3248,1624,R,120,36,BiWeekly,300,2/20/2018,3/2/2018,FALSE,0,10
249,2018-04-03T17:01:09Z,CA,2384,1192,R,12,36,BiMonthly,264.71,4/3/2018,4/13/2018,FALSE,0,10
913,2018-03-13T17:13:14Z,TX,1.00E+04,5.00E+03,R,12,12,BiMonthly,641.78,3/13/2018,3/26/2018,FALSE,0,13
922,2018-03-13T12:41:25Z,CA,3800,1900,R,37,36,BiWeekly,300,3/13/2018,3/23/2018,FALSE,0,10
1933,2018-02-02T11:57:00Z,CA,1500,1500,R,24,36,Monthly,300,2/2/2018,2/26/2018,FALSE,0,24
1693,2018-02-12T22:56:00Z,CA,3846,3846,O,511,36,Monthly,300,2/13/2018,3/1/2018,FALSE,0,16
1781,2018-02-09T16:54:00Z,CA,880,880,R,61,30,Monthly,264.71,2/9/2018,3/8/2018,FALSE,0,27
172,2018-04-05T14:00:11Z,CA,2.00E+03,2.00E+03,R,24,24,Monthly,300,4/5/2018,5/4/2018,TRUE,1,29
1188,2018-03-02T10:13:25Z,CA,2600,2600,R,36,30,Monthly,300,3/2/2018,4/2/2018,FALSE,0,31
1234,2018-02-28T19:38:46Z,CA,2622,1311,R,36,36,BiMonthly,300,2/28/2018,3/15/2018,FALSE,0,15
740,2018-03-19T18:10:34Z,CA,2.00E+03,2.00E+03,R,12,6,Monthly,117.65,3/19/2018,4/3/2018,TRUE,1,15
757,2018-03-19T14:11:49Z,CA,1.00E+04,5.00E+03,R,12,12,BiMonthly,117.65,3/19/2018,4/6/2018,FALSE,0,18
949,2018-03-12T15:31:45Z,TX,5.00E+03,2500,R,12,6,BiWeekly,641.5,3/13/2018,3/23/2018,FALSE,0,10
907,2018-03-13T18:22:18Z,CA,1.00E+04,5.00E+03,R,110,20,BiWeekly,235.3,3/13/2018,3/30/2018,FALSE,0,17
1367,2018-02-24T14:25:08Z,CA,1442,721,R,24,3,BiMonthly,176.47,2/24/2018,3/15/2018,FALSE,0,19
1281,2018-02-27T13:44:38Z,CA,6.00E+03,3.00E+03,O,0,6,BiWeekly,117.65,2/27/2018,3/9/2018,TRUE,1,10
443,2018-03-28T14:24:28Z,CA,6400,3200,R,12,36,BiWeekly,300,3/28/2018,4/6/2018,FALSE,0,9
807,2018-03-17T03:21:10Z,CA,1764,441,R,57,36,Weekly,176.47,3/17/2018,3/29/2018,FALSE,0,12
1941,2018-02-01T18:29:00Z,CA,7250,3625,R,60,60,BiWeekly,235.3,2/9/2018,2/23/2018,TRUE,1,14
267,2018-04-03T11:31:09Z,CA,4060,2030,R,172,30,BiWeekly,147.06,4/3/2018,4/20/2018,FALSE,0,17
771,2018-03-19T11:22:36Z,TX,5.00E+03,2500,R,36,15,BiWeekly,321.23,3/19/2018,4/6/2018,FALSE,0,18
1282,2018-02-27T13:34:15Z,CA,2.00E+03,2.00E+03,O,108,6,Monthly,117.65,3/1/2018,3/30/2018,FALSE,0,29
331,2018-04-02T10:41:24Z,TX,7.00E+03,3500,R,12,24,BiWeekly,641.5,4/2/2018,4/13/2018,FALSE,0,11
948,2018-03-12T15:33:57Z,CA,1600,800,R,321,36,BiMonthly,300,3/12/2018,3/26/2018,FALSE,0,14
1258,2018-02-28T10:02:46Z,CA,3.00E+03,1500,R,1,36,BiWeekly,300,2/28/2018,3/16/2018,FALSE,0,16
787,2018-03-18T16:19:06Z,CA,2.00E+03,1.00E+03,R,197,9,BiWeekly,300,3/18/2018,4/4/2018,TRUE,1,17
1631,2018-02-14T12:38:00Z,CA,4876,2438,R,31,36,BiWeekly,300,2/14/2018,3/6/2018,FALSE,0,20
821,2018-03-16T13:11:05Z,TX,6.00E+03,3.00E+03,R,24,12,BiWeekly,641.91,3/16/2018,3/30/2018,FALSE,0,14
991,2018-03-09T21:31:31Z,CA,910,910,R,12,30,Monthly,294.13,3/12/2018,3/30/2018,FALSE,0,18
127,2018-04-06T13:46:32Z,CA,2.00E+03,2.00E+03,R,12,6,Monthly,235.3,4/6/2018,5/7/2018,FALSE,0,31
1955,2018-02-01T14:24:00Z,CA,1800,900,R,24,36,BiWeekly,300,2/1/2018,2/16/2018,FALSE,0,15
1660,2018-02-13T14:47:00Z,CA,6.00E+03,3.00E+03,R,12,9,BiWeekly,117.65,2/13/2018,2/22/2018,FALSE,0,9
284,2018-04-02T19:25:04Z,TX,1792,896,R,60,30,BiMonthly,578.09,4/2/2018,4/19/2018,FALSE,0,17
1492,2018-02-20T12:43:34Z,CA,3500,3500,R,60,6,Monthly,117.65,2/22/2018,3/23/2018,TRUE,1,29
834,2018-03-15T20:38:11Z,CA,5068,1267,R,4,36,Weekly,300,3/16/2018,3/29/2018,FALSE,0,13
537,2018-03-26T12:56:02Z,CA,1804,451,R,99,36,Weekly,300,3/26/2018,4/6/2018,FALSE,0,11
1388,2018-02-23T14:06:39Z,CA,7.00E+03,3500,R,60,60,Monthly,235.3,2/23/2018,3/16/2018,FALSE,0,21
216,2018-04-04T15:20:24Z,CA,4078,2039,O,144,36,BiMonthly,294.12,4/4/2018,4/13/2018,FALSE,0,9
1172,2018-03-02T18:00:12Z,CA,2158,1079,R,312,36,BiWeekly,300,3/2/2018,3/16/2018,TRUE,1,14
274,2018-04-03T10:04:12Z,TX,3750,1875,R,24,12,BiWeekly,256.54,4/5/2018,4/13/2018,FALSE,0,8
1620,2018-02-14T14:42:00Z,CA,3.00E+03,3.00E+03,R,36,18,Monthly,117.65,2/14/2018,2/28/2018,FALSE,0,14
32,2018-04-09T14:26:38Z,CA,3200,3200,O,138,36,Monthly,300,4/9/2018,5/1/2018,FALSE,0,22
312,2018-04-02T13:01:16Z,CA,2.00E+03,2.00E+03,R,12,36,Monthly,117.65,4/2/2018,5/3/2018,TRUE,1,31
1238,2018-02-28T16:15:16Z,CA,1986,993,R,23,12,BiWeekly,300,2/28/2018,3/9/2018,FALSE,0,9
748,2018-03-19T15:31:08Z,TX,4750,2375,R,12,24,BiWeekly,641.5,3/19/2018,3/30/2018,TRUE,1,11
541,2018-03-26T12:43:25Z,TX,3500,3500,R,12,12,Monthly,641.09,3/26/2018,4/3/2018,FALSE,0,8
363,2018-03-31T13:27:09Z,CA,2060,515,R,63,36,Weekly,300,3/31/2018,4/11/2018,FALSE,0,11
1339,2018-02-26T13:07:12Z,CA,1.20E+04,6.00E+03,R,24,36,BiWeekly,235.3,2/26/2018,3/16/2018,FALSE,0,18
1116,2018-03-05T13:29:43Z,TX,5500,5500,O,176,36,Monthly,643.42,3/5/2018,3/30/2018,TRUE,1,25
1149,2018-03-04T13:16:11Z,CA,3.00E+03,1500,R,72,6,BiWeekly,117.65,3/4/2018,3/14/2018,TRUE,1,10
1337,2018-02-26T13:27:49Z,TX,2500,2500,O,84,6,Monthly,644.24,2/26/2018,3/29/2018,FALSE,0,31
